N_unmapped	3458972	3458972	3458972
N_multimapping	320617	320617	320617
N_noFeature	984869	13814084	13929641
N_ambiguous	3509683	1707855	1708234
ECs0001	1093	568	527
ECs0002	1534	783	751
ECs0003	561	274	287
ECs0004	1240	635	605
ECs0005	306	172	172
ECs0006	1402	725	715
ECs0007	254	120	134
ECs0008	15525	7824	7703
ECs0009	1187	706	681
ECs0010	4092	2171	2120
ECs0012	58	35	23
ECs0013	36	21	15
ECs0014	17014	8577	8438
ECs0015	6050	3313	3063
ECs0016	3101	1699	1727
ECs0017	6516	3373	3143
ECs0018	1987	1097	1062
ECs0019	87	108	151
ECs0022	93	39	54
ECs0023	12	6	6
ECs0024	58	22	36
ECs0025	76	42	34
ECs0026	87085	43694	43401
ECs0028	6445	3343	3105
ECs0029	20725	10558	10170
ECs0030	2434	1287	1147
ECs0031	1736	878	858
ECs0032	2646	1327	1319
ECs0033	733	355	378
ECs0034	384	196	188
ECs0035	559	285	274
ECs0036	1294	662	648
ECs5362	1	22	16
ECs0037	77	61	53
ECs0038	32	28	20
ECs0039	9	4	6
ECs0040	187	92	96
ECs0041	186	91	95
ECs0042	329	151	179
ECs0043	15	10	6
ECs0044	56	24	32
ECs0045	37	18	19
ECs0046	41	22	20
ECs0047	5	2	3
ECs0048	62	33	31
ECs0049	96	48	48
ECs0050	421	211	210
ECs0051	6832	3375	3458
ECs0052	1737	881	857
ECs0053	948	852	839
ECs0054	3337	2044	2044
ECs0055	1914	983	931
ECs0056	5797	2867	2931
ECs0057	3813	1912	1902
ECs0058	13646	6768	6879
ECs0059	18745	9458	9290
ECs0060	1432	737	695
ECs0061	498	250	248
ECs0062	3589	1771	1819
ECs0063	16365	8215	8153
ECs0064	1207	605	602
ECs0065	108	55	53
ECs0066	236	111	126
ECs0067	127	65	62
ECs0068	148	89	59
ECs0069	1170	635	654
ECs0070	713	445	387
ECs0071	1173	610	566
ECs0072	3199	1650	1552
ECs0073	112	55	59
ECs0074	884	456	431
ECs0075	579	306	273
ECs0076	826	428	398
ECs0077	842	430	413
ECs0078	1270	645	625
ECs0079	49	28	21
ECs0080	77	41	37
ECs0081	587	261	327
ECs0082	192	100	92
ECs0083	8	6	2
ECs0084	1465	777	688
ECs0085	4775	2386	2389
ECs0086	5920	2953	2968
ECs0087	820	423	397
ECs0088	3541	1820	1722
ECs0089	2828	1465	1363
ECs0090	2754	1358	1396
ECs0091	1200	614	587
ECs0092	1411	738	674
ECs0093	2276	1122	1154
ECs0094	2344	1165	1179
ECs0095	3130	1581	1550
ECs0096	2406	1219	1187
ECs0097	2380	1225	1155
ECs0098	2150	1087	1063
ECs0099	7332	3747	3586
ECs0100	53609	26537	27076
ECs0101	3374	1690	1684
ECs0102	13969	7038	6932
ECs0103	641	425	430
ECs0105	380	307	276
ECs0106	1403	711	695
ECs0107	844	439	407
ECs0108	2987	1542	1557
ECs0110	372	236	247
ECs0111	337	170	168
ECs0112	58	33	25
ECs0113	1969	1002	973
ECs0114	444	224	226
ECs0115	572	377	339
ECs0116	1067	638	574
ECs0117	24757	12570	12189
ECs0118	120071	60338	59744
ECs0119	64170	32281	31894
ECs0120	36015	18018	18073
ECs0121	730	404	401
ECs0122	13852	6974	6880
ECs0123	370	240	246
ECs0124	5748	2852	3013
ECs0125	9545	4828	4718
ECs0126	1919	955	965
ECs0127	571	311	262
ECs0128	8272	4061	4216
ECs0129	5199	3284	3078
ECs0130	12469	6804	6938
ECs0131	1552	850	810
ECs0132	1000	533	467
ECs0133	251	125	126
ECs0134	1213	868	850
ECs0135	2997	1763	1739
ECs0136	250	122	128
ECs0137	6870	3428	3444
ECs0138	2447	1279	1169
ECs0139	2127	1119	1008
ECs0140	131	64	67
ECs0141	523	261	262
ECs0142	187	96	91
ECs0143	450	246	208
ECs0144	68	39	29
ECs0145	41	21	20
ECs0146	622	303	319
ECs0147	15058	7539	7525
ECs0148	1792	852	940
ECs0149	8006	3968	4038
ECs0150	318	155	163
ECs0151	442	227	274
ECs0152	3178	1646	1594
ECs0153	8390	4213	4177
ECs0154	1089	550	540
ECs0155	301	152	149
ECs0156	151	73	78
ECs0157	268	198	194
ECs0158	4645	2411	2358
ECs0159	568	292	276
ECs0160	1417	809	741
ECs0161	1373	780	725
ECs0162	1273	598	677
ECs0163	3529	1856	1679
ECs0164	877	425	457
ECs0165	5615	2893	2722
ECs0166	297	189	155
ECs0167	1172	573	647
ECs0168	3158	1608	1551
ECs0169	3139	1664	1478
ECs0170	5830	2845	2986
ECs0171	246401	123728	122704
ECs0172	92942	47226	45720
ECs0173	8927	4427	4500
ECs0174	18000	8976	9024
ECs0175	1891	995	896
ECs0176	19070	9680	9391
ECs0177	9567	4801	4766
ECs0178	17791	8918	8882
ECs0179	55290	27568	27726
ECs0180	28032	14367	13669
ECs0181	22883	11496	11388
ECs0182	11406	5801	5607
ECs0183	17947	9201	8747
ECs0184	8100	4049	4051
ECs0185	2590	1298	1292
ECs0186	17935	9108	8830
ECs0187	13266	6668	6599
ECs0188	1036	537	500
ECs0189	210	108	102
ECs0190	1008	609	660
ECs0191	484	368	375
ECs5365	638	327	315
ECs0192	1032	510	526
ECs0193	487	249	238
ECs0194	970	540	434
ECs0195	226	114	116
ECs0196	16679	8377	8307
ECs0197	1486	751	736
ECs0198	2140	1072	1069
ECs0199	1895	937	958
ECs0200	585	303	282
ECs0201	970	496	474
ECs0202	912	442	470
rrsH	4	4	2
ileV	0	1	0
alaV	0	0	0
rrlH	37	25	32
rrfH	0	0	0
aspU	28	15	13
ECs0203	1132	697	665
ECs0204	1384	793	825
ECs0205	1671	845	830
ECs0206	1402	839	823
ECs0207	51898	26269	25895
ECs0208	1076	623	632
ECs0209	1270	897	1003
ECs0210	1212	916	851
ECs0211	2494	1291	1307
aspV	316	161	155
ECs5700	500	255	245
ECs0212	29	11	18
ECs0213	13	8	6
ECs0214	26	11	15
ECs0215	9	5	4
ECs0216	9	5	4
ECs0217	306	149	157
ECs0218	483	238	247
ECs0219	183	96	87
ECs0222	17	11	6
ECs0223	190	98	93
ECs0224	89	43	46
ECs0225	323	142	181
ECs0226	42	24	18
ECs0227	111	57	54
ECs0228	71	38	35
ECs0229	223	109	115
ECs0230	88	52	36
ECs0231	205	108	97
ECs0232	23	7	16
ECs0233	177	92	85
ECs0234	115	57	58
ECs0236	81	44	38
ECs0237	657	341	317
ECs0238	75	35	40
ECs0241	44	28	16
ECs0242	272	119	154
ECs0243	0	0	0
ECs0244	12	9	3
ECs0245	64	28	39
ECs0246	408	201	210
ECs0247	133	72	72
ECs0248	735	393	354
ECs0249	1346	685	662
ECs0250	1426	1332	1406
ECs0251	5393	3484	3221
ECs0252	576	278	298
ECs0253	728	385	345
ECs0254	103	42	63
ECs0255	176	75	102
ECs0256	115	44	74
ECs0257	26	14	14
ECs0258	291	149	143
ECs0259	104	46	58
ECs0260	74	33	41
ECs0261	55	31	24
ECs0262	18	8	10
ECs0263	354	353	379
ECs0264	10191	5348	5222
ECs0265	8957	4506	4452
ECs0266	2152	1074	1078
ECs0267	2193	1190	1103
ECs0268	208	148	160
ECs0269	2595	1271	1325
ECs0270	2473	1231	1245
thrW	53	210	259
ECs0271	1347	886	882
ECs0272	43	23	20
ECs0273	1222	628	595
ECs0274	7498	3781	3734
ECs0275	63	35	45
ECs0276	100	47	53
ECs0277	24	7	18
ECs0279	2	1	1
ECs0280	31	11	20
ECs0281	29	21	21
ECs0282	16	15	14
ECs0283	19	11	14
ECs0284	81	79	62
ECs0285	2127	1176	1007
ECs0287	38	16	26
ECs0288	47	20	31
ECs0289	111	59	52
ECs0290	2	1	1
ECs0291	3	2	1
ECs0292	2	1	1
ECs0293	13	7	8
ECs0296	129	56	73
ECs0297	70	31	39
ECs0298	29	15	14
ECs0299	9	3	6
ECs0300	280	133	147
ECs0301	10	6	4
ECs0302	90	36	54
ECs0303	449	232	219
ECs0304	501	234	269
ECs0305	440	209	231
ECs0306	79	37	42
ECs0307	8	3	5
ECs0309	691	325	367
ECs0310	64	36	28
ECs0311	151	76	79
ECs0313	133	83	54
ECs0314	99	55	47
ECs0315	23	15	8
ECs0316	38	20	18
ECs0317	452	213	239
ECs0319	183	94	89
ECs0320	545	279	267
ECs0321	884	447	437
ECs0322	372	162	211
ECs0323	659	344	318
ECs0324	292	145	147
ECs0326	29	21	23
ECs5701	22	16	20
ECs0327	173	77	96
ECs0328	18	10	8
ECs0329	0	0	0
ECs0330	14	7	7
