N_unmapped	9366859	9366859	9366859
N_multimapping	272959	272959	272959
N_noFeature	703185	12181155	12349089
N_ambiguous	2391787	1136619	1121001
ECs0001	3358	1840	1520
ECs0002	11810	5908	5903
ECs0003	3364	1729	1636
ECs0004	7763	3984	3779
ECs0005	514	257	304
ECs0006	2689	1393	1343
ECs0007	508	247	262
ECs0008	16888	8321	8570
ECs0009	814	486	475
ECs0010	1618	860	904
ECs0012	61	32	29
ECs0013	62	27	35
ECs0014	52960	26558	26408
ECs0015	10834	5848	5441
ECs0016	3332	1887	1898
ECs0017	9856	5094	4762
ECs0018	2935	1656	1512
ECs0019	129	173	189
ECs0022	81	40	41
ECs0023	14	5	9
ECs0024	22	11	12
ECs0025	20	10	11
ECs0026	35536	18036	17502
ECs0028	5368	2698	2670
ECs0029	21222	10667	10558
ECs0030	2341	1201	1141
ECs0031	1865	945	920
ECs0032	2626	1357	1269
ECs0033	660	335	325
ECs0034	937	482	455
ECs0035	28470	14402	14071
ECs0036	66775	34142	33631
ECs5362	130	699	739
ECs0037	1040	752	758
ECs0038	129	143	146
ECs0039	13	7	6
ECs0040	263	120	143
ECs0041	198	108	90
ECs0042	224	119	105
ECs0043	23	11	12
ECs0044	42	21	21
ECs0045	64	30	34
ECs0046	56	23	35
ECs0047	6	3	3
ECs0048	144	75	70
ECs0049	352	173	179
ECs0050	1211	613	598
ECs0051	3487	1721	1766
ECs0052	937	477	461
ECs0053	637	582	553
ECs0054	3949	2234	2216
ECs0055	2549	1304	1245
ECs0056	6520	3348	3172
ECs0057	4868	2433	2436
ECs0058	16440	8307	8135
ECs0059	23720	11957	11766
ECs0060	1138	584	555
ECs0061	304	152	154
ECs0062	1346	669	678
ECs0063	5821	2974	2850
ECs0064	1737	849	889
ECs0065	121	61	61
ECs0066	253	125	129
ECs0067	121	65	60
ECs0068	440	221	219
ECs0069	1500	841	768
ECs0070	607	368	351
ECs0071	991	511	482
ECs0072	3552	1807	1747
ECs0073	121	61	61
ECs0074	1130	578	552
ECs0075	1619	847	773
ECs0076	2490	1251	1241
ECs0077	2550	1278	1275
ECs0078	3387	1703	1685
ECs0079	155	86	69
ECs0080	55	25	31
ECs0081	2305	1164	1141
ECs0082	711	375	336
ECs0083	8	2	6
ECs0084	2351	1199	1152
ECs0085	2562	1298	1264
ECs0086	3972	1946	2026
ECs0087	597	294	303
ECs0088	2698	1391	1307
ECs0089	2806	1418	1388
ECs0090	2594	1368	1226
ECs0091	1394	691	703
ECs0092	1627	807	820
ECs0093	1858	955	903
ECs0094	2097	1038	1060
ECs0095	3102	1583	1519
ECs0096	2632	1356	1277
ECs0097	2611	1311	1301
ECs0098	2887	1474	1413
ECs0099	13552	6973	6580
ECs0100	34033	16900	17136
ECs0101	2271	1162	1109
ECs0102	13904	6930	6975
ECs0103	526	338	369
ECs0105	297	246	230
ECs0106	1136	559	578
ECs0107	634	312	323
ECs0108	4683	2398	2408
ECs0110	422	272	273
ECs0111	309	154	155
ECs0112	39	19	20
ECs0113	2716	1325	1403
ECs0114	851	438	423
ECs0115	1168	780	772
ECs0116	9602	5100	4887
ECs0117	7785	3988	3798
ECs0118	40173	20072	20104
ECs0119	18145	9074	9072
ECs0120	28376	14031	14386
ECs0121	680	372	349
ECs0122	31693	15883	15810
ECs0123	477	298	305
ECs0124	5113	2611	2628
ECs0125	7625	3829	3797
ECs0126	2131	1132	1001
ECs0127	3735	1902	1836
ECs0128	3613	1835	1782
ECs0129	3619	2397	2282
ECs0130	14777	7923	8029
ECs0131	1947	1031	1028
ECs0132	1343	708	636
ECs0133	276	134	142
ECs0134	1066	808	783
ECs0135	3514	2076	1966
ECs0136	273	121	155
ECs0137	9133	4617	4518
ECs0138	2965	1552	1414
ECs0139	1545	804	742
ECs0140	138	72	66
ECs0141	495	261	234
ECs0142	143	75	68
ECs0143	571	256	317
ECs0144	61	30	31
ECs0145	33	13	21
ECs0146	627	340	287
ECs0147	10897	5388	5511
ECs0148	1355	719	637
ECs0149	14567	7376	7191
ECs0150	1120	553	567
ECs0151	410	244	208
ECs0152	2587	1340	1291
ECs0153	9554	4938	4618
